Junction,Date,Time,Direction,car,motorbike,bus,truck,total
7,01-13-2023,10:44:00,3,0,0,0,0,0
7,01-13-2023,10:44:00,4,13,27,0,2,42
7,01-13-2023,10:45:00,1,0,0,0,0,0
7,01-13-2023,10:45:00,2,0,0,0,0,0
7,01-13-2023,10:45:00,3,0,0,0,0,0
7,01-13-2023,10:45:00,4,1,4,0,0,5
7,01-13-2023,10:46:00,1,2,0,0,0,2
7,01-13-2023,10:46:00,2,0,0,0,0,0
7,01-13-2023,10:46:00,3,0,0,0,0,0
7,01-13-2023,10:46:00,4,20,16,0,2,38
7,01-13-2023,10:47:00,1,0,0,0,0,0
7,01-13-2023,10:47:00,2,1,0,0,0,1
7,01-13-2023,10:47:00,3,0,0,0,0,0
7,01-13-2023,10:47:00,4,2,1,0,0,3
7,01-13-2023,10:48:00,1,0,0,1,1,2
7,01-13-2023,10:48:00,2,0,0,0,0,0
7,01-13-2023,10:48:00,3,0,0,0,0,0
7,01-13-2023,10:48:00,4,22,42,0,1,65
7,01-13-2023,10:49:00,1,0,0,0,0,0
7,01-13-2023,10:49:00,2,0,0,0,0,0
7,01-13-2023,10:49:00,3,0,0,0,0,0
7,01-13-2023,10:49:00,4,0,3,0,0,3
7,01-13-2023,10:50:00,1,3,0,0,2,5
7,01-13-2023,10:50:00,2,0,0,0,0,0
7,01-13-2023,10:50:00,3,0,0,0,0,0
7,01-13-2023,10:50:00,4,20,31,0,3,54
7,01-13-2023,10:51:00,1,0,0,0,1,1
7,01-13-2023,10:51:00,2,0,0,0,0,0
7,01-13-2023,10:51:00,3,0,0,0,0,0
7,01-13-2023,10:51:00,4,0,7,0,0,7
7,01-13-2023,10:52:00,1,0,0,0,0,0
7,01-13-2023,10:52:00,2,0,0,0,0,0
7,01-13-2023,10:52:00,3,0,0,0,0,0
7,01-13-2023,10:52:00,4,14,35,0,2,51
7,01-13-2023,10:53:00,1,0,0,0,0,0
7,01-13-2023,10:53:00,2,0,0,0,0,0
7,01-13-2023,10:53:00,3,0,1,0,0,1
7,01-13-2023,10:53:00,4,0,7,0,0,7
7,01-13-2023,10:54:00,1,0,0,0,0,0
7,01-13-2023,10:54:00,2,0,0,0,0,0
7,01-13-2023,10:54:00,3,0,0,0,0,0
7,01-13-2023,10:54:00,4,13,30,0,1,44
7,01-13-2023,10:55:00,1,0,0,0,0,0
7,01-13-2023,10:55:00,2,0,0,0,0,0
7,01-13-2023,10:55:00,3,0,0,0,0,0
7,01-13-2023,10:55:00,4,0,10,0,0,10
7,01-13-2023,10:56:00,1,0,0,0,0,0
7,01-13-2023,10:56:00,2,0,0,0,0,0
7,01-13-2023,10:56:00,3,0,0,0,0,0
7,01-13-2023,10:56:00,4,24,34,0,1,59
7,01-13-2023,10:57:00,1,1,0,0,0,1
7,01-13-2023,10:57:00,2,0,0,0,0,0
7,01-13-2023,10:57:00,3,0,0,0,0,0
7,01-13-2023,10:57:00,4,5,8,0,0,13
7,01-13-2023,10:58:00,1,2,0,0,2,4
7,01-13-2023,10:58:00,2,0,0,0,0,0
7,01-13-2023,10:58:00,3,0,0,0,0,0
7,01-13-2023,10:58:00,4,17,19,0,1,37
7,01-13-2023,10:59:00,1,1,0,0,0,1
7,01-13-2023,10:59:00,2,0,0,0,0,0
7,01-13-2023,10:59:00,3,0,0,0,0,0
7,01-13-2023,10:59:00,4,8,20,0,2,30
7,01-13-2023,11:00:00,1,1,0,0,1,2
7,01-13-2023,11:00:00,2,0,0,0,0,0
7,01-13-2023,11:00:00,3,0,1,0,0,1
7,01-13-2023,11:00:00,4,11,18,0,3,32
7,01-13-2023,11:01:00,1,0,0,0,2,2
7,01-13-2023,11:01:00,2,0,0,0,0,0
7,01-13-2023,11:01:00,3,0,0,0,0,0
7,01-13-2023,11:01:00,4,4,11,0,1,16
7,01-13-2023,11:02:00,1,0,0,0,0,0
7,01-13-2023,11:02:00,2,0,0,0,0,0
7,01-13-2023,11:02:00,3,1,0,0,0,1
7,01-13-2023,11:02:00,4,13,13,0,1,27
7,01-13-2023,11:03:00,1,2,0,0,0,2
7,01-13-2023,11:03:00,2,1,0,0,0,1
7,01-13-2023,11:03:00,3,0,0,0,0,0
7,01-13-2023,11:03:00,4,11,18,0,2,31
7,01-13-2023,11:04:00,1,0,0,0,0,0
7,01-13-2023,11:04:00,2,0,0,0,0,0
7,01-13-2023,11:04:00,3,0,0,0,0,0
7,01-13-2023,11:04:00,4,9,10,0,0,19
7,01-13-2023,11:05:00,1,2,0,0,1,3
7,01-13-2023,11:05:00,2,0,0,0,0,0
7,01-13-2023,11:05:00,3,0,1,0,0,1
7,01-13-2023,11:05:00,4,10,29,0,0,39
7,01-13-2023,11:06:00,1,0,0,0,0,0
7,01-13-2023,11:06:00,2,0,0,0,0,0
7,01-13-2023,11:06:00,3,0,0,0,0,0
7,01-13-2023,11:06:00,4,2,15,0,1,18
7,01-13-2023,11:07:00,1,1,0,0,0,1
7,01-13-2023,11:07:00,2,0,0,0,0,0
7,01-13-2023,11:07:00,3,0,0,0,0,0
7,01-13-2023,11:07:00,4,16,19,0,1,36
7,01-13-2023,11:08:00,1,3,2,0,0,5
7,01-13-2023,11:08:00,2,0,0,0,0,0
7,01-13-2023,11:08:00,3,0,2,0,0,2
7,01-13-2023,11:08:00,4,5,6,0,1,12
7,01-13-2023,11:09:00,1,1,0,0,0,1
7,01-13-2023,11:09:00,2,0,0,0,0,0
7,01-13-2023,11:09:00,3,0,0,0,0,0
7,01-13-2023,11:09:00,4,19,31,0,2,52
7,01-13-2023,11:10:00,1,2,1,0,0,3
7,01-13-2023,11:10:00,2,0,0,0,0,0
7,01-13-2023,11:10:00,3,0,0,0,0,0
7,01-13-2023,11:10:00,4,3,12,0,0,15
7,01-13-2023,11:11:00,1,1,0,0,0,1
7,01-13-2023,11:11:00,2,0,0,0,0,0
7,01-13-2023,11:11:00,3,0,1,0,0,1
7,01-13-2023,11:11:00,4,17,29,0,0,46
7,01-13-2023,11:12:00,1,0,0,0,1,1
7,01-13-2023,11:12:00,2,0,0,0,0,0
7,01-13-2023,11:12:00,3,0,0,0,0,0
7,01-13-2023,11:12:00,4,0,6,0,1,7
7,01-13-2023,11:13:00,1,0,1,0,0,1
7,01-13-2023,11:13:00,2,0,0,0,0,0
7,01-13-2023,11:13:00,3,0,0,0,0,0
7,01-13-2023,11:13:00,4,14,37,0,0,51
7,01-13-2023,11:14:00,1,0,0,0,0,0
7,01-13-2023,11:14:00,2,0,0,0,0,0
7,01-13-2023,11:14:00,3,0,0,0,0,0
7,01-13-2023,11:14:00,4,2,4,0,0,6
7,01-13-2023,11:15:00,1,2,0,0,0,2
7,01-13-2023,11:15:00,2,0,0,0,0,0
7,01-13-2023,11:15:00,3,0,1,0,0,1
7,01-13-2023,11:15:00,4,12,22,0,3,37
7,01-13-2023,11:16:00,1,0,0,0,0,0
7,01-13-2023,11:16:00,2,0,0,0,0,0
7,01-13-2023,11:16:00,3,0,0,0,0,0
7,01-13-2023,11:16:00,4,0,5,0,0,5
7,01-13-2023,11:17:00,1,0,0,0,0,0
7,01-13-2023,11:17:00,2,0,0,0,0,0
7,01-13-2023,11:17:00,3,0,0,0,0,0
7,01-13-2023,11:17:00,4,17,33,0,1,51
7,01-13-2023,11:18:00,1,0,0,0,0,0
7,01-13-2023,11:18:00,2,0,0,0,0,0
7,01-13-2023,11:18:00,3,0,0,0,0,0
7,01-13-2023,11:18:00,4,1,1,0,0,2
7,01-13-2023,11:19:00,1,0,0,0,1,1
7,01-13-2023,11:19:00,2,0,0,0,0,0
7,01-13-2023,11:19:00,3,0,0,0,0,0
7,01-13-2023,11:19:00,4,17,43,0,1,61
7,01-13-2023,11:20:00,1,1,0,0,0,1
7,01-13-2023,11:20:00,2,0,0,0,0,0
7,01-13-2023,11:20:00,3,0,1,0,0,1
7,01-13-2023,11:20:00,4,1,6,0,0,7
7,01-13-2023,11:21:00,1,0,0,0,1,1
7,01-13-2023,11:21:00,2,0,0,0,0,0
7,01-13-2023,11:21:00,3,0,0,0,0,0
7,01-13-2023,11:21:00,4,17,17,1,1,36
7,01-13-2023,11:22:00,1,0,1,0,0,1
7,01-13-2023,11:22:00,2,0,0,0,0,0
7,01-13-2023,11:22:00,3,0,0,0,0,0
7,01-13-2023,11:22:00,4,1,3,0,0,4
7,01-13-2023,11:23:00,1,0,0,0,0,0
7,01-13-2023,11:23:00,2,0,0,0,0,0
7,01-13-2023,11:23:00,3,0,0,0,0,0
7,01-13-2023,11:23:00,4,14,27,0,0,41
7,01-13-2023,11:24:00,1,0,0,0,0,0
7,01-13-2023,11:24:00,2,0,0,0,0,0
7,01-13-2023,11:24:00,3,0,0,0,0,0
7,01-13-2023,11:24:00,4,1,12,0,0,13
7,01-13-2023,11:25:00,1,0,1,0,0,1
7,01-13-2023,11:25:00,2,0,0,0,0,0
7,01-13-2023,11:25:00,3,0,0,0,0,0
7,01-13-2023,11:25:00,4,12,27,0,0,39
7,01-13-2023,11:26:00,1,0,1,0,0,1
7,01-13-2023,11:26:00,2,0,0,0,0,0
7,01-13-2023,11:26:00,3,0,1,0,0,1
7,01-13-2023,11:26:00,4,6,20,0,1,27
7,01-13-2023,11:27:00,1,0,0,0,0,0
7,01-13-2023,11:27:00,2,0,0,0,0,0
7,01-13-2023,11:27:00,3,0,0,0,0,0
7,01-13-2023,11:27:00,4,3,9,0,0,12
7,01-13-2023,11:28:00,1,0,0,0,0,0
7,01-13-2023,11:28:00,2,0,0,0,0,0
7,01-13-2023,11:28:00,3,1,0,0,0,1
7,01-13-2023,11:28:00,4,12,20,0,0,32
7,01-13-2023,11:29:00,1,0,1,0,2,3
7,01-13-2023,11:29:00,2,0,0,0,0,0
7,01-13-2023,11:29:00,3,0,0,0,0,0
7,01-13-2023,11:29:00,4,14,14,0,0,28
7,01-13-2023,11:30:00,1,1,0,0,0,1
7,01-13-2023,11:30:00,2,0,0,0,0,0
7,01-13-2023,11:30:00,3,0,0,0,0,0
7,01-13-2023,11:30:00,4,8,25,0,1,34
7,01-13-2023,11:31:00,1,0,0,0,0,0
7,01-13-2023,11:31:00,2,0,0,0,0,0
7,01-13-2023,11:31:00,3,1,0,0,0,1
7,01-13-2023,11:31:00,4,6,6,0,0,12
7,01-13-2023,11:32:00,1,1,0,0,1,2
7,01-13-2023,11:32:00,2,0,0,0,0,0
7,01-13-2023,11:32:00,3,0,0,0,0,0
7,01-13-2023,11:32:00,4,12,19,0,3,34
7,01-13-2023,11:33:00,1,0,1,0,0,1
7,01-13-2023,11:33:00,2,0,0,0,0,0
7,01-13-2023,11:33:00,3,0,0,0,0,0
7,01-13-2023,11:33:00,4,4,11,0,0,15
7,01-13-2023,11:34:00,1,0,1,0,2,3
7,01-13-2023,11:34:00,2,0,0,0,0,0
7,01-13-2023,11:34:00,3,0,0,0,0,0
7,01-13-2023,11:34:00,4,8,26,0,1,35
7,01-13-2023,11:35:00,1,0,0,1,0,1
7,01-13-2023,11:35:00,2,0,0,0,0,0
7,01-13-2023,11:35:00,3,0,0,0,0,0
7,01-13-2023,11:35:00,4,2,3,0,1,6
7,01-13-2023,11:36:00,1,0,1,0,0,1
7,01-13-2023,11:36:00,2,0,0,0,0,0
7,01-13-2023,11:36:00,3,0,0,0,0,0
7,01-13-2023,11:36:00,4,17,11,0,2,30
7,01-13-2023,11:37:00,1,0,0,1,0,1
7,01-13-2023,11:37:00,2,0,0,0,0,0
7,01-13-2023,11:37:00,3,0,0,0,0,0
7,01-13-2023,11:37:00,4,2,6,0,0,8
7,01-13-2023,11:38:00,1,0,0,0,0,0
7,01-13-2023,11:38:00,2,0,0,0,0,0
7,01-13-2023,11:38:00,3,0,0,0,0,0
7,01-13-2023,11:38:00,4,9,28,0,1,38
7,01-13-2023,11:39:00,1,1,0,0,0,1
7,01-13-2023,11:39:00,2,0,0,0,0,0
7,01-13-2023,11:39:00,3,0,0,0,0,0
7,01-13-2023,11:39:00,4,0,0,0,0,0
7,01-13-2023,11:40:00,1,2,0,0,0,2
7,01-13-2023,11:40:00,2,0,0,0,0,0
7,01-13-2023,11:40:00,3,0,0,0,0,0
7,01-13-2023,11:40:00,4,18,25,0,0,43
7,01-13-2023,11:41:00,1,0,0,0,0,0
7,01-13-2023,11:41:00,2,0,0,0,0,0
7,01-13-2023,11:41:00,3,0,0,0,0,0
7,01-13-2023,11:41:00,4,2,6,0,0,8
7,01-13-2023,11:42:00,1,0,1,0,0,1
7,01-13-2023,11:42:00,2,0,0,0,0,0
7,01-13-2023,11:42:00,3,0,0,0,0,0
7,01-13-2023,11:42:00,4,11,26,0,1,38
7,01-13-2023,11:43:00,1,1,1,0,2,4
7,01-13-2023,11:43:00,2,0,0,0,0,0
7,01-13-2023,11:43:00,3,0,0,0,0,0
7,01-13-2023,11:43:00,4,1,6,0,0,7
7,01-13-2023,11:44:00,1,0,0,0,2,2
7,01-13-2023,11:44:00,2,0,0,0,0,0
7,01-13-2023,11:44:00,3,0,1,0,0,1
7,01-13-2023,11:44:00,4,13,23,0,0,36
7,01-13-2023,11:45:00,1,0,2,0,0,2
7,01-13-2023,11:45:00,2,0,0,0,0,0
7,01-13-2023,11:45:00,3,0,0,0,0,0
7,01-13-2023,11:45:00,4,0,13,0,0,13
7,01-13-2023,11:46:00,1,1,1,0,0,2
7,01-13-2023,11:46:00,2,0,0,0,0,0
7,01-13-2023,11:46:00,3,0,0,0,0,0
7,01-13-2023,11:46:00,4,12,28,0,0,40
7,01-13-2023,11:47:00,1,0,0,0,0,0
7,01-13-2023,11:47:00,2,0,0,0,0,0
7,01-13-2023,11:47:00,3,0,0,0,0,0
7,01-13-2023,11:47:00,4,4,18,0,0,22
7,01-13-2023,11:48:00,1,0,1,0,0,1
7,01-13-2023,11:48:00,2,0,0,0,0,0
7,01-13-2023,11:48:00,3,0,0,0,0,0
7,01-13-2023,11:48:00,4,8,16,0,1,25
7,01-13-2023,11:49:00,1,1,1,0,0,2
7,01-13-2023,11:49:00,2,0,0,0,0,0
7,01-13-2023,11:49:00,3,0,0,0,0,0
7,01-13-2023,11:49:00,4,5,12,0,2,19
7,01-13-2023,11:50:00,1,0,0,0,0,0
7,01-13-2023,11:50:00,2,0,0,0,0,0
7,01-13-2023,11:50:00,3,0,0,0,0,0
7,01-13-2023,11:50:00,4,9,14,0,1,24
7,01-13-2023,11:51:00,1,0,0,0,0,0
7,01-13-2023,11:51:00,2,0,0,0,0,0
7,01-13-2023,11:51:00,3,0,0,0,0,0
7,01-13-2023,11:51:00,4,7,16,0,2,25
7,01-13-2023,11:52:00,1,0,0,0,0,0
7,01-13-2023,11:52:00,2,0,0,0,0,0
7,01-13-2023,11:52:00,3,0,0,0,0,0
7,01-13-2023,11:52:00,4,4,15,0,1,20
7,01-13-2023,11:53:00,1,2,0,0,1,3
7,01-13-2023,11:53:00,2,0,0,0,0,0
7,01-13-2023,11:53:00,3,0,0,0,0,0
7,01-13-2023,11:53:00,4,12,20,0,1,33
7,01-13-2023,11:54:00,1,0,0,0,0,0
7,01-13-2023,11:54:00,2,0,0,0,0,0
7,01-13-2023,11:54:00,3,0,0,0,0,0
7,01-13-2023,11:54:00,4,4,7,0,0,11
7,01-13-2023,11:55:00,1,0,1,1,0,2
7,01-13-2023,11:55:00,2,0,0,0,0,0
7,01-13-2023,11:55:00,3,0,1,0,0,1
7,01-13-2023,11:55:00,4,10,27,1,2,40
7,01-13-2023,11:56:00,1,1,2,0,0,3
7,01-13-2023,11:56:00,2,0,0,0,0,0
7,01-13-2023,11:56:00,3,0,0,0,0,0
7,01-13-2023,11:56:00,4,4,17,0,1,22
7,01-13-2023,11:57:00,1,0,0,0,0,0
7,01-13-2023,11:57:00,2,0,0,0,0,0
7,01-13-2023,11:57:00,3,0,0,0,0,0
7,01-13-2023,11:57:00,4,8,24,0,2,34
7,01-13-2023,11:58:00,1,0,1,0,0,1
7,01-13-2023,11:58:00,2,0,0,0,0,0
7,01-13-2023,11:58:00,3,0,0,0,0,0
7,01-13-2023,11:58:00,4,0,4,0,0,4
7,01-13-2023,11:59:00,1,0,2,0,0,2
7,01-13-2023,11:59:00,2,0,0,0,0,0
7,01-13-2023,11:59:00,3,0,0,0,0,0
7,01-13-2023,11:59:00,4,10,27,0,2,39
0,01-14-2023,09:00:00,1,0,0,0,0,0
0,01-14-2023,09:00:00,2,0,0,0,0,0
0,01-14-2023,09:00:00,3,0,1,0,1,2
0,01-14-2023,09:00:00,4,1,0,0,0,1
0,01-14-2023,09:01:00,1,0,2,0,0,2
0,01-14-2023,09:01:00,2,0,3,1,0,4
0,01-14-2023,09:01:00,3,1,2,0,0,3
0,01-14-2023,09:01:00,4,0,4,0,0,4
0,01-14-2023,09:02:00,1,0,0,0,0,0
0,01-14-2023,09:02:00,2,0,4,0,0,4
0,01-14-2023,09:02:00,3,0,4,0,0,4
0,01-14-2023,09:02:00,4,1,2,0,0,3
0,01-14-2023,09:03:00,1,0,1,0,0,1
0,01-14-2023,09:03:00,2,0,3,0,1,4
0,01-14-2023,09:03:00,3,1,3,0,0,4
0,01-14-2023,09:03:00,4,5,4,0,0,9
0,01-14-2023,09:04:00,1,0,0,0,0,0
0,01-14-2023,09:04:00,2,1,0,0,0,1
0,01-14-2023,09:04:00,3,1,5,1,1,8
0,01-14-2023,09:04:00,4,2,1,0,0,3
0,01-14-2023,09:05:00,1,1,0,0,0,1
0,01-14-2023,09:05:00,2,0,7,2,1,10
0,01-14-2023,09:05:00,3,3,10,0,0,13
0,01-14-2023,09:05:00,4,2,1,0,0,3
0,01-14-2023,09:06:00,1,0,0,0,0,0
0,01-14-2023,09:06:00,2,0,1,0,0,1
0,01-14-2023,09:06:00,3,1,1,0,0,2
0,01-14-2023,09:06:00,4,2,1,0,2,5
0,01-14-2023,09:07:00,1,0,1,0,0,1
0,01-14-2023,09:07:00,2,0,1,0,0,1
0,01-14-2023,09:07:00,3,1,1,0,0,2
0,01-14-2023,09:07:00,4,2,1,0,0,3
0,01-14-2023,09:08:00,1,0,0,0,0,0
0,01-14-2023,09:08:00,2,0,5,2,1,8
0,01-14-2023,09:08:00,3,1,5,0,0,6
0,01-14-2023,09:08:00,4,4,2,0,1,7
0,01-14-2023,09:09:00,1,1,0,0,0,1
0,01-14-2023,09:09:00,2,0,0,0,0,0
0,01-14-2023,09:09:00,3,2,0,0,1,3
0,01-14-2023,09:09:00,4,5,1,0,0,6
0,01-14-2023,09:10:00,1,0,0,0,0,0
0,01-14-2023,09:10:00,2,0,6,2,1,9
0,01-14-2023,09:10:00,3,2,6,0,1,9
0,01-14-2023,09:10:00,4,3,7,0,0,10
0,01-14-2023,09:11:00,1,1,0,0,0,1
0,01-14-2023,09:11:00,2,0,3,0,0,3
0,01-14-2023,09:11:00,3,1,2,0,0,3
0,01-14-2023,09:11:00,4,1,0,0,0,1
0,01-14-2023,09:12:00,1,0,0,0,0,0
0,01-14-2023,09:12:00,2,1,2,1,0,4
0,01-14-2023,09:12:00,3,0,4,0,1,5
0,01-14-2023,09:12:00,4,2,0,0,1,3
0,01-14-2023,09:13:00,1,0,0,0,0,0
0,01-14-2023,09:13:00,2,0,0,0,1,1
0,01-14-2023,09:13:00,3,4,4,0,0,8
0,01-14-2023,09:13:00,4,2,3,0,0,5
0,01-14-2023,09:14:00,1,0,0,0,0,0
0,01-14-2023,09:14:00,2,0,1,0,0,1
0,01-14-2023,09:14:00,3,2,5,0,1,8
0,01-14-2023,09:14:00,4,1,2,0,0,3
0,01-14-2023,09:15:00,1,0,0,0,0,0
0,01-14-2023,09:15:00,2,0,5,1,1,7
0,01-14-2023,09:15:00,3,0,4,0,2,6
0,01-14-2023,09:15:00,4,1,4,1,1,7
0,01-14-2023,09:16:00,1,1,0,0,0,1
0,01-14-2023,09:16:00,2,0,0,0,0,0
0,01-14-2023,09:16:00,3,0,0,1,0,1
0,01-14-2023,09:16:00,4,4,1,0,0,5
0,01-14-2023,09:17:00,1,0,0,0,0,0
0,01-14-2023,09:17:00,2,0,1,0,0,1
0,01-14-2023,09:17:00,3,0,0,0,0,0
0,01-14-2023,09:17:00,4,2,1,0,1,4
0,01-14-2023,09:18:00,1,0,0,0,0,0
0,01-14-2023,09:18:00,2,0,0,0,0,0
0,01-14-2023,09:18:00,3,2,2,0,1,5
0,01-14-2023,09:18:00,4,3,5,0,0,8
0,01-14-2023,09:19:00,1,1,0,0,0,1
0,01-14-2023,09:19:00,2,0,1,0,0,1
0,01-14-2023,09:19:00,3,1,0,0,2,3
0,01-14-2023,09:19:00,4,2,2,0,0,4
0,01-14-2023,09:20:00,1,0,0,0,0,0
0,01-14-2023,09:20:00,2,0,3,3,0,6
0,01-14-2023,09:20:00,3,0,4,0,0,4
0,01-14-2023,09:20:00,4,5,6,0,0,11
0,01-14-2023,09:21:00,1,0,0,0,0,0
0,01-14-2023,09:21:00,2,0,2,0,0,2
0,01-14-2023,09:21:00,3,2,1,0,1,4
0,01-14-2023,09:21:00,4,4,1,0,0,5
0,01-14-2023,09:22:00,1,0,0,0,0,0
0,01-14-2023,09:22:00,2,0,5,0,0,5
0,01-14-2023,09:22:00,3,4,6,0,0,10
0,01-14-2023,09:22:00,4,1,2,0,0,3
0,01-14-2023,09:23:00,1,0,1,0,0,1
0,01-14-2023,09:23:00,2,0,2,0,0,2
0,01-14-2023,09:23:00,3,0,4,0,0,4
0,01-14-2023,09:23:00,4,5,1,0,0,6
0,01-14-2023,09:24:00,1,0,0,0,0,0
0,01-14-2023,09:24:00,2,0,0,0,0,0
0,01-14-2023,09:24:00,3,2,4,0,1,7
0,01-14-2023,09:24:00,4,1,1,0,0,2
0,01-14-2023,09:25:00,1,0,0,0,0,0
0,01-14-2023,09:25:00,2,2,7,2,0,11
0,01-14-2023,09:25:00,3,1,2,0,0,3
0,01-14-2023,09:25:00,4,2,3,0,0,5
0,01-14-2023,09:26:00,1,0,1,0,0,1
0,01-14-2023,09:26:00,2,0,0,0,0,0
0,01-14-2023,09:26:00,3,0,2,0,0,2
0,01-14-2023,09:26:00,4,1,0,0,0,1
0,01-14-2023,09:27:00,1,1,1,0,0,2
0,01-14-2023,09:27:00,2,1,7,1,0,9
0,01-14-2023,09:27:00,3,1,2,0,0,3
0,01-14-2023,09:27:00,4,5,5,0,1,11
0,01-14-2023,09:28:00,1,0,0,0,0,0
0,01-14-2023,09:28:00,2,0,0,0,0,0
0,01-14-2023,09:28:00,3,2,3,0,0,5
0,01-14-2023,09:28:00,4,1,1,0,0,2
0,01-14-2023,09:29:00,1,0,1,0,0,1
0,01-14-2023,09:29:00,2,0,1,0,0,1
0,01-14-2023,09:29:00,3,3,8,0,1,12
0,01-14-2023,09:29:00,4,1,0,0,0,1
0,01-14-2023,09:30:00,1,0,0,0,0,0
0,01-14-2023,09:30:00,2,0,4,2,0,6
0,01-14-2023,09:30:00,3,1,2,0,0,3
0,01-14-2023,09:30:00,4,4,5,0,0,9
0,01-14-2023,09:31:00,1,0,0,0,0,0
0,01-14-2023,09:31:00,2,0,0,0,0,0
0,01-14-2023,09:31:00,3,2,7,1,1,11
0,01-14-2023,09:31:00,4,7,1,0,0,8
0,01-14-2023,09:32:00,1,1,0,0,0,1
0,01-14-2023,09:32:00,2,1,8,0,1,10
0,01-14-2023,09:32:00,3,2,7,0,2,11
0,01-14-2023,09:32:00,4,5,4,0,0,9
0,01-14-2023,09:33:00,1,0,0,0,0,0
0,01-14-2023,09:33:00,2,0,3,0,0,3
0,01-14-2023,09:33:00,3,0,2,0,0,2
0,01-14-2023,09:33:00,4,4,7,1,0,12
0,01-14-2023,09:34:00,1,2,0,0,0,2
0,01-14-2023,09:34:00,2,0,1,1,0,2
0,01-14-2023,09:34:00,3,2,5,0,0,7
0,01-14-2023,09:34:00,4,3,1,0,0,4
0,01-14-2023,09:35:00,1,0,1,0,0,1
0,01-14-2023,09:35:00,2,0,4,1,0,5
0,01-14-2023,09:35:00,3,1,1,0,0,2
0,01-14-2023,09:35:00,4,2,1,0,0,3
0,01-14-2023,09:36:00,1,0,0,0,0,0
0,01-14-2023,09:36:00,2,0,1,0,0,1
0,01-14-2023,09:36:00,3,0,5,0,0,5
0,01-14-2023,09:36:00,4,1,0,0,0,1
0,01-14-2023,09:37:00,1,0,1,0,0,1
0,01-14-2023,09:37:00,2,1,5,1,0,7
0,01-14-2023,09:37:00,3,2,3,0,0,5
0,01-14-2023,09:37:00,4,3,8,0,0,11
0,01-14-2023,09:38:00,1,1,0,0,0,1
0,01-14-2023,09:38:00,2,0,6,0,1,7
0,01-14-2023,09:38:00,3,0,8,0,0,8
0,01-14-2023,09:38:00,4,1,2,0,0,3
0,01-14-2023,09:39:00,1,0,1,0,0,1
0,01-14-2023,09:39:00,2,0,0,1,0,1
0,01-14-2023,09:39:00,3,1,3,0,2,6
0,01-14-2023,09:39:00,4,3,3,0,0,6
0,01-14-2023,09:40:00,1,0,0,0,0,0
0,01-14-2023,09:40:00,2,2,3,0,0,5
0,01-14-2023,09:40:00,3,3,1,0,0,4
0,01-14-2023,09:40:00,4,5,1,0,0,6
0,01-14-2023,09:41:00,1,1,0,0,0,1
0,01-14-2023,09:41:00,2,0,0,0,0,0
0,01-14-2023,09:41:00,3,3,2,0,1,6
0,01-14-2023,09:41:00,4,1,0,0,0,1
0,01-14-2023,09:42:00,1,0,0,0,0,0
0,01-14-2023,09:42:00,2,1,5,1,0,7
0,01-14-2023,09:42:00,3,0,5,1,0,6
0,01-14-2023,09:42:00,4,3,3,0,1,7
0,01-14-2023,09:43:00,1,0,2,0,0,2
0,01-14-2023,09:43:00,2,0,1,0,0,1
0,01-14-2023,09:43:00,3,2,2,0,0,4
0,01-14-2023,09:43:00,4,6,3,0,0,9
0,01-14-2023,09:44:00,1,0,0,0,0,0
0,01-14-2023,09:44:00,2,0,4,0,1,5
0,01-14-2023,09:44:00,3,2,7,2,2,13
0,01-14-2023,09:44:00,4,0,3,0,0,3
0,01-14-2023,09:45:00,1,0,0,0,0,0
0,01-14-2023,09:45:00,2,0,2,1,1,4
0,01-14-2023,09:45:00,3,2,2,0,0,4
0,01-14-2023,09:45:00,4,7,5,0,0,12
0,01-14-2023,09:46:00,1,0,0,0,0,0
0,01-14-2023,09:46:00,2,2,2,0,0,4
0,01-14-2023,09:46:00,3,5,9,0,1,15
0,01-14-2023,09:46:00,4,1,10,0,0,11
0,01-14-2023,09:47:00,1,0,0,0,0,0
0,01-14-2023,09:47:00,2,0,5,1,1,7
0,01-14-2023,09:47:00,3,1,2,0,0,3
0,01-14-2023,09:47:00,4,4,6,0,0,10
0,01-14-2023,09:48:00,1,2,2,0,0,4
0,01-14-2023,09:48:00,2,1,0,0,0,1
0,01-14-2023,09:48:00,3,1,3,0,0,4
0,01-14-2023,09:48:00,4,4,2,0,0,6
0,01-14-2023,09:49:00,1,0,0,0,0,0
0,01-14-2023,09:49:00,2,0,3,1,0,4
0,01-14-2023,09:49:00,3,4,5,0,0,9
0,01-14-2023,09:49:00,4,1,1,0,0,2
0,01-14-2023,09:50:00,1,0,0,0,0,0
0,01-14-2023,09:50:00,2,0,1,0,0,1
0,01-14-2023,09:50:00,3,0,4,0,0,4
0,01-14-2023,09:50:00,4,4,5,0,0,9
0,01-14-2023,09:51:00,1,0,0,0,0,0
0,01-14-2023,09:51:00,2,0,4,0,0,4
0,01-14-2023,09:51:00,3,4,46,0,0,50
0,01-14-2023,09:51:00,4,7,2,0,0,9
0,01-14-2023,09:52:00,1,0,0,0,0,0
0,01-14-2023,09:52:00,2,1,8,0,0,9
0,01-14-2023,09:52:00,3,0,1,0,0,1
0,01-14-2023,09:52:00,4,5,0,0,2,7
0,01-14-2023,09:53:00,1,0,1,0,0,1
0,01-14-2023,09:53:00,2,0,1,0,0,1
0,01-14-2023,09:53:00,3,1,4,0,0,5
